PassengerId,Survived,Ticket_class,Sex,Age,Siblings_Spouses,Parents_Children,Fare,Embarked
697,No,3,Male,44,0,0,8.05,Southampton
699,No,1,Male,49,1,1,110.8833,Cherbourg
700,No,3,Male,42,0,0,7.65,Southampton
701,Yes,1,Female,18,1,0,227.525,Cherbourg
702,Yes,1,Male,35,0,0,26.2875,Southampton
703,No,3,Female,18,0,1,14.4542,Cherbourg
704,No,3,Male,25,0,0,7.7417,Queenstown
705,No,3,Male,26,1,0,7.8542,Southampton
706,No,2,Male,39,0,0,26.0,Southampton
707,Yes,2,Female,45,0,0,13.5,Southampton
708,Yes,1,Male,42,0,0,26.2875,Southampton
709,Yes,1,Female,22,0,0,151.55,Southampton
711,Yes,1,Female,24,0,0,49.5042,Cherbourg
713,Yes,1,Male,48,1,0,52.0,Southampton
714,No,3,Male,29,0,0,9.4833,Southampton
715,No,2,Male,52,0,0,13.0,Southampton
716,No,3,Male,19,0,0,7.65,Southampton
717,Yes,1,Female,38,0,0,227.525,Cherbourg
718,Yes,2,Female,27,0,0,10.5,Southampton
720,No,3,Male,33,0,0,7.775,Southampton
721,Yes,2,Female,6,0,1,33.0,Southampton
722,No,3,Male,17,1,0,7.0542,Southampton
723,No,2,Male,34,0,0,13.0,Southampton
724,No,2,Male,50,0,0,13.0,Southampton
725,Yes,1,Male,27,1,0,53.1,Southampton
726,No,3,Male,20,0,0,8.6625,Southampton
727,Yes,2,Female,30,3,0,21.0,Southampton
729,No,2,Male,25,1,0,26.0,Southampton
730,No,3,Female,25,1,0,7.925,Southampton
731,Yes,1,Female,29,0,0,211.3375,Southampton
732,No,3,Male,11,0,0,18.7875,Cherbourg
734,No,2,Male,23,0,0,13.0,Southampton
735,No,2,Male,23,0,0,13.0,Southampton
736,No,3,Male,28,0,0,16.1,Southampton
737,No,3,Female,48,1,3,34.375,Southampton
742,No,1,Male,36,1,0,78.85,Southampton
743,Yes,1,Female,21,2,2,262.375,Cherbourg
744,No,3,Male,24,1,0,16.1,Southampton
745,Yes,3,Male,31,0,0,7.925,Southampton
746,No,1,Male,70,1,1,71.0,Southampton
747,No,3,Male,16,1,1,20.25,Southampton
748,Yes,2,Female,30,0,0,13.0,Southampton
749,No,1,Male,19,1,0,53.1,Southampton
750,No,3,Male,31,0,0,7.75,Queenstown
751,Yes,2,Female,4,1,1,23.0,Southampton
752,Yes,3,Male,6,0,1,12.475,Southampton
753,No,3,Male,33,0,0,9.5,Southampton
754,No,3,Male,23,0,0,7.8958,Southampton
755,Yes,2,Female,48,1,2,65.0,Southampton
756,Yes,2,Male,0,1,1,14.5,Southampton
757,No,3,Male,28,0,0,7.7958,Southampton
758,No,2,Male,18,0,0,11.5,Southampton
759,No,3,Male,34,0,0,8.05,Southampton
760,Yes,1,Female,33,0,0,86.5,Southampton
762,No,3,Male,41,0,0,7.125,Southampton
763,Yes,3,Male,20,0,0,7.2292,Cherbourg
764,Yes,1,Female,36,1,2,120.0,Southampton
765,No,3,Male,16,0,0,7.775,Southampton
766,Yes,1,Female,51,1,0,77.9583,Southampton
768,No,3,Female,30,0,0,7.75,Queenstown
770,No,3,Male,32,0,0,8.3625,Southampton
771,No,3,Male,24,0,0,9.5,Southampton
772,No,3,Male,48,0,0,7.8542,Southampton
773,No,2,Female,57,0,0,10.5,Southampton
775,Yes,2,Female,54,1,3,23.0,Southampton
776,No,3,Male,18,0,0,7.75,Southampton
778,Yes,3,Female,5,0,0,12.475,Southampton
780,Yes,1,Female,43,0,1,211.3375,Southampton
781,Yes,3,Female,13,0,0,7.2292,Cherbourg
782,Yes,1,Female,17,1,0,57.0,Southampton
783,No,1,Male,29,0,0,30.0,Southampton
785,No,3,Male,25,0,0,7.05,Southampton
786,No,3,Male,25,0,0,7.25,Southampton
787,Yes,3,Female,18,0,0,7.4958,Southampton
788,No,3,Male,8,4,1,29.125,Queenstown
789,Yes,3,Male,1,1,2,20.575,Southampton
790,No,1,Male,46,0,0,79.2,Cherbourg
792,No,2,Male,16,0,0,26.0,Southampton
795,No,3,Male,25,0,0,7.8958,Southampton
796,No,2,Male,39,0,0,13.0,Southampton
797,Yes,1,Female,49,0,0,25.9292,Southampton
798,Yes,3,Female,31,0,0,8.6833,Southampton
799,No,3,Male,30,0,0,7.2292,Cherbourg
800,No,3,Female,30,1,1,24.15,Southampton
801,No,2,Male,34,0,0,13.0,Southampton
802,Yes,2,Female,31,1,1,26.25,Southampton
803,Yes,1,Male,11,1,2,120.0,Southampton
804,Yes,3,Male,0,0,1,8.5167,Cherbourg
805,Yes,3,Male,27,0,0,6.975,Southampton
806,No,3,Male,31,0,0,7.775,Southampton
808,No,3,Female,18,0,0,7.775,Southampton
809,No,2,Male,39,0,0,13.0,Southampton
810,Yes,1,Female,33,1,0,53.1,Southampton
811,No,3,Male,26,0,0,7.8875,Southampton
812,No,3,Male,39,0,0,24.15,Southampton
813,No,2,Male,35,0,0,10.5,Southampton
814,No,3,Female,6,4,2,31.275,Southampton
815,No,3,Male,30,0,0,8.05,Southampton
817,No,3,Female,23,0,0,7.925,Southampton
818,No,2,Male,31,1,1,37.0042,Cherbourg
819,No,3,Male,43,0,0,6.45,Southampton
820,No,3,Male,10,3,2,27.9,Southampton
821,Yes,1,Female,52,1,1,93.5,Southampton
822,Yes,3,Male,27,0,0,8.6625,Southampton
824,Yes,3,Female,27,0,1,12.475,Southampton
825,No,3,Male,2,4,1,39.6875,Southampton
828,Yes,2,Male,1,0,2,37.0042,Cherbourg
831,Yes,3,Female,15,1,0,14.4542,Cherbourg
832,Yes,2,Male,0,1,1,18.75,Southampton
834,No,3,Male,23,0,0,7.8542,Southampton
835,No,3,Male,18,0,0,8.3,Southampton
836,Yes,1,Female,39,1,1,83.1583,Cherbourg
837,No,3,Male,21,0,0,8.6625,Southampton
839,Yes,3,Male,32,0,0,56.4958,Southampton
841,No,3,Male,20,0,0,7.925,Southampton
842,No,2,Male,16,0,0,10.5,Southampton
843,Yes,1,Female,30,0,0,31.0,Cherbourg
844,No,3,Male,34,0,0,6.4375,Cherbourg
845,No,3,Male,17,0,0,8.6625,Southampton
846,No,3,Male,42,0,0,7.55,Southampton
848,No,3,Male,35,0,0,7.8958,Cherbourg
849,No,2,Male,28,0,1,33.0,Southampton
851,No,3,Male,4,4,2,31.275,Southampton
852,No,3,Male,74,0,0,7.775,Southampton
853,No,3,Female,9,1,1,15.2458,Cherbourg
854,Yes,1,Female,16,0,1,39.4,Southampton
855,No,2,Female,44,1,0,26.0,Southampton
856,Yes,3,Female,18,0,1,9.35,Southampton
857,Yes,1,Female,45,1,1,164.8667,Southampton
858,Yes,1,Male,51,0,0,26.55,Southampton
859,Yes,3,Female,24,0,3,19.2583,Cherbourg
861,No,3,Male,41,2,0,14.1083,Southampton
862,No,2,Male,21,1,0,11.5,Southampton
863,Yes,1,Female,48,0,0,25.9292,Southampton
865,No,2,Male,24,0,0,13.0,Southampton
866,Yes,2,Female,42,0,0,13.0,Southampton
867,Yes,2,Female,27,1,0,13.8583,Cherbourg
868,No,1,Male,31,0,0,50.4958,Southampton
870,Yes,3,Male,4,1,1,11.1333,Southampton
871,No,3,Male,26,0,0,7.8958,Southampton
872,Yes,1,Female,47,1,1,52.5542,Southampton
873,No,1,Male,33,0,0,5.0,Southampton
874,No,3,Male,47,0,0,9.0,Southampton
875,Yes,2,Female,28,1,0,24.0,Cherbourg
876,Yes,3,Female,15,0,0,7.225,Cherbourg
877,No,3,Male,20,0,0,9.8458,Southampton
878,No,3,Male,19,0,0,7.8958,Southampton
880,Yes,1,Female,56,0,1,83.1583,Cherbourg
881,Yes,2,Female,25,0,1,26.0,Southampton
882,No,3,Male,33,0,0,7.8958,Southampton
883,No,3,Female,22,0,0,10.5167,Southampton
884,No,2,Male,28,0,0,10.5,Southampton
885,No,3,Male,25,0,0,7.05,Southampton
886,No,3,Female,39,0,5,29.125,Queenstown
887,No,2,Male,27,0,0,13.0,Southampton
888,Yes,1,Female,19,0,0,30.0,Southampton
890,Yes,1,Male,26,0,0,30.0,Cherbourg
891,No,3,Male,32,0,0,7.75,Queenstown
